hour,channel,nip_h_chan
1,135,128316
1,137,111442
1,138,2177
1,140,127129
1,145,152931
1,150,11596
1,153,275323
1,160,216
1,171,1802
1,173,72583
1,174,7610
1,178,325837
1,181,5
1,182,897
1,203,562
1,205,193778
1,208,50529
1,210,1643
1,211,31665
1,212,58425
1,213,30402
1,215,91075
1,216,2
1,219,120711
1,222,64
1,223,7
1,224,976
1,225,5
1,232,77690
1,234,25149
1,236,125337
1,237,188654
1,238,1
1,242,12193
1,243,7444
1,244,67028
1,245,376398
1,253,262
1,258,48538
1,259,258809
1,261,26
1,262,8243
1,265,275587
1,266,50490
1,268,547
1,272,34
1,274,2908
1,277,56372
1,278,32946
1,280,1235595
1,281,9
1,282,1385
1,311,120
1,315,63450
1,317,10324
1,319,35911
1,320,514
1,325,18083
1,326,16816
1,328,90180
1,330,7177
1,332,166
1,333,1533
1,334,119355
1,340,17810
1,341,92
1,343,16191
1,347,29174
1,349,53539
1,352,3
1,353,144
1,356,873
1,360,21312
1,361,388
1,364,25682
1,371,101948
1,373,3820
1,376,38428
1,377,78479
1,379,164001
1,386,45840
1,391,1147
1,400,23217
1,401,71901
1,402,11729
1,406,4036
1,407,8
1,408,65
1,409,100520
1,410,10
1,411,2215
1,412,32849
1,414,193
1,416,7743
1,417,16846
1,419,174
1,420,563
1,421,1161
1,424,82000
1,430,30808
1,435,112552
1,439,150179
1,442,171171
1,445,36261
1,446,425
1,449,1231
1,450,13
1,451,162
1,452,88461
1,453,4101
1,455,52
1,456,335
1,457,73
1,458,1
1,459,161394
1,460,435
1,463,51824
1,465,16
1,466,98624
1,467,10821
1,469,128317
1,471,1
1,477,271868
1,478,27373
1,479,585
1,480,133184
1,481,39140
1,483,264
1,484,157
1,486,108
1,487,17906
1,488,524
1,489,137433
1,496,13363
1,497,24164
1,498,49
2,0,82
2,3,25028
2,4,37
2,5,225
2,13,25585
2,15,894
2,17,11657
2,18,3071
2,19,66853
2,21,19419
2,22,69
2,24,16587
2,30,35160
2,101,86776
2,105,61101
2,107,377244
2,108,412
2,110,13823
2,111,29627
2,113,68128
2,114,57
2,115,64004
2,116,24970
2,118,40551
2,120,29014
2,121,193329
2,122,134219
2,123,8105
2,124,23666
2,125,50143
2,126,15374
2,127,17438
2,128,135620
2,129,41
2,130,67784
2,134,261906
2,135,124317
2,137,99400
2,138,2122
2,140,113278
2,145,116776
2,150,11242
2,153,271437
2,160,8476
2,165,2
2,171,1729
2,173,69977
2,174,77
2,178,315945
2,181,1
2,182,30202
2,203,437
2,205,192070
2,208,511
2,210,1633
2,211,44992
2,212,62006
2,213,37314
2,215,80591
2,216,5
2,219,119983
2,221,1
2,222,29
2,223,6
2,224,1466
2,225,3
2,232,66325
2,234,26154
2,236,167896
2,237,239662
2,242,11771
2,243,5631
2,244,68374
2,245,389992
2,253,16668
2,258,41081
2,259,253952
2,261,40
2,262,102
2,265,281353
2,266,49933
2,268,1383
2,272,55
2,274,2404
2,277,677
2,278,32876
2,280,1246689
2,281,7
2,282,1604
2,311,67
2,315,62100
2,317,28659
2,319,35036
2,320,3214
2,325,17616
2,326,17004
2,328,93306
2,330,10784
2,332,104
2,333,1711
2,334,114311
2,340,30832
2,341,55
2,343,15492
2,347,31941
2,349,52022
2,352,9
2,353,152
2,356,53
2,360,7594
2,361,36216
2,364,26241
2,371,39537
2,373,3054
2,376,54640
2,377,77463
2,379,161766
2,386,45892
2,391,1026
2,400,24844
2,401,72225
2,402,11570
2,406,45384
2,407,8
2,408,73
2,409,100038
2,410,7
2,411,3098
2,412,32941
2,414,143
2,416,77
2,417,15837
2,419,263
2,420,469
2,421,24565
2,424,80960
2,430,29637
2,435,112931
2,439,145733
2,442,163593
2,445,43552
2,446,11483
2,448,3193
2,449,56635
2,450,17
2,451,155
2,452,86258
2,453,7565
2,455,56
2,456,302
2,457,78
2,458,3
2,459,174982
2,460,14299
2,463,52044
2,465,29
2,466,96864
2,467,13792
2,469,124399
2,473,1
2,477,293371
2,478,26314
2,479,8823
2,480,133518
2,481,38873
2,483,241
2,484,8101
2,486,8078
2,487,17515
2,488,2352
2,489,138273
2,496,14026
2,497,24142
2,498,80
3,0,69
3,3,29309
3,4,28
3,5,285
3,13,4448
3,15,242
3,17,12172
3,18,564
3,19,72827
3,21,19059
3,22,173
3,24,2413
3,30,3723
3,101,69070
3,105,58727
3,107,399444
3,108,373
3,110,16034
3,111,32904
3,113,20036
3,114,53
3,115,67597
3,116,27152
3,118,4202
3,120,3307
3,121,206422
3,122,139036
3,123,9336
3,124,25576
3,125,47730
3,126,1689
3,127,18938
3,128,129196
3,129,39
3,130,73414
3,134,251084
3,135,140806
3,137,100671
3,138,1844
3,140,112450
3,142,1
3,145,144163
3,150,12668
3,153,293581
3,160,782
3,171,1592
3,173,77462
3,174,641
3,178,292056
3,181,3
3,182,5076
3,203,492
3,205,199035
3,208,843
3,210,1897
3,211,47587
3,212,67364
3,213,37760
3,215,73791
3,216,3
3,219,129914
3,222,8
3,224,1407
3,225,3
3,232,96747
3,234,24854
3,236,126966
3,237,240944
3,242,13045
3,243,28911
3,244,71245
3,245,395534
3,251,1
3,253,1845
3,256,1
3,258,44230
3,259,257459
3,261,56
3,262,96
3,265,288495
3,266,54678
3,268,1310
3,272,105
3,274,1982
3,277,294
3,278,35904
3,280,1188288
3,281,6
3,282,1673
3,311,88
3,315,68265
3,317,29865
3,319,38646
3,320,3408
3,322,3383
3,325,19595
3,326,17110
3,328,100993
3,330,3120
3,332,130
3,333,1884
3,334,123637
3,340,32827
3,341,69
3,343,17917
3,347,34959
3,349,57516
3,352,11
3,353,167
3,356,41
3,360,1577
3,361,3693
3,364,24308
3,371,4745
3,373,2400
3,376,69230
3,377,84744
3,379,177004
3,386,49508
3,391,5530
3,400,27890
3,401,77484
3,402,13977
3,406,4823
3,407,8
3,408,53
3,409,108285
3,410,13
3,411,3204
3,412,35160
3,414,114
3,416,83
3,417,16016
3,419,542
3,420,499
3,421,2017
3,424,88498
3,430,32815
3,435,121065
3,439,160680
3,442,175106
3,445,45168
3,446,1542
3,448,3342
3,449,6368
3,450,18
3,451,229
3,452,94191
3,453,28515
3,455,55
3,456,336
3,457,65
3,459,182740
3,460,2307
3,463,56089
3,465,130
3,466,119222
3,467,12486
3,469,136542
3,477,414978
3,478,29071
3,479,909
3,480,143089
3,481,41862
3,483,561
3,484,1702
3,486,1642
3,487,19518
3,488,226
3,489,149441
3,490,3429
3,496,11521
3,497,26171
3,498,69
4,0,66
4,3,32175
4,4,67
4,5,685
4,13,743
4,14,2
4,15,42
4,17,14332
4,18,412
4,19,84844
4,21,20312
4,22,429
4,24,586
4,29,2
4,30,929
4,101,118954
4,105,53173
4,107,440481
4,108,416
4,110,16028
4,111,40423
4,113,15017
4,114,55
4,115,88455
4,116,33502
4,118,1356
4,120,765
4,121,244281
4,122,160932
4,123,11300
4,124,29181
4,125,65948
4,126,320
4,127,24527
4,128,161900
4,129,45
4,130,86478
4,134,287950
4,135,179653
4,137,123130
4,138,2256
4,140,122125
4,145,248960
4,150,14259
4,153,343492
4,160,302
4,162,1
4,169,13
4,171,2135
4,173,95943
4,174,849
4,178,281809
4,181,5
4,182,1003
4,203,587
4,205,220264
4,208,782
4,210,2683
4,211,55339
4,212,76567
4,213,38403
4,215,70531
4,216,5
4,219,148023
4,222,24
4,223,8
4,224,1448
4,225,1
4,232,116668
4,234,29012
4,236,160607
4,237,282164
4,238,2
4,242,14954
4,243,42705
4,244,83234
4,245,468169
4,248,1
4,251,4
4,253,458
4,256,2
4,258,52986
4,259,289699
4,261,36
4,262,93
4,265,326555
4,266,63824
4,268,882
4,272,70
4,274,2045
4,277,32
4,278,39888
4,280,1311595
4,281,8
4,282,1767
4,311,86
4,315,80147
4,317,57113
4,319,47914
4,320,2847
4,322,1334
4,325,24018
4,326,20021
4,328,115114
4,330,1498
4,332,170
4,333,1773
4,334,113134
4,340,37321
4,341,193
4,343,22314
4,347,43155
4,349,70158
4,352,11
4,353,192
4,356,81
4,360,817
4,361,544
4,364,23905
4,371,1767
4,373,3351
4,376,77159
4,377,98352
4,379,217516
4,386,56020
4,391,11896
4,400,34445
4,401,87404
4,402,14281
4,406,739
4,407,9
4,408,68
4,409,123009
4,410,9
4,411,4323
4,412,39576
4,414,127
4,416,102
4,417,23630
4,419,675
4,420,467
4,421,961
4,424,103492
4,430,40226
4,435,136668
4,439,194563
4,442,206291
4,445,62617
4,446,846
4,448,3599
4,449,1405
4,450,21
4,451,236
4,452,113700
4,453,11474
4,455,47
4,456,403
4,457,95
4,458,4
4,459,192353
4,460,525
4,463,63055
4,465,251
4,466,156409
4,467,14170
4,469,166171
4,477,457874
4,478,35766
4,479,267
4,480,161265
4,481,50026
4,483,523
4,484,169
4,486,109
4,487,23734
4,488,88
4,489,169507
4,490,1359
4,496,8978
4,497,30068
4,498,43
5,0,82
5,3,32991
5,4,28
5,5,1173
5,13,805
5,15,41
5,17,12246
5,18,455
5,19,70119
5,21,16840
5,22,230
5,24,457
5,30,644
5,101,163553
5,105,46656
5,107,388157
5,108,325
5,110,15417
5,111,32913
5,113,13924
5,114,65
5,115,70233
5,116,31632
5,118,988
5,120,700
5,121,221629
5,122,127612
5,123,9005
5,124,25129
5,125,49526
5,126,234
5,127,20222
5,128,123339
5,129,19
5,130,76664
5,134,232661
5,135,142972
5,137,114952
5,138,1867
5,140,102809
5,145,190762
5,150,12481
5,153,291597
5,160,233
5,162,2
5,171,1695
5,173,78359
5,174,46
5,178,255187
5,181,5
5,182,1102
5,203,551
5,205,207225
5,208,368
5,210,2462
5,211,54909
5,212,66475
5,213,36817
5,215,65910
5,216,1
5,219,128383
5,222,15
5,223,5
5,224,1475
5,225,2
5,232,86256
5,234,30463
5,236,132762
5,237,261886
5,238,1
5,242,12784
5,243,24781
5,244,83295
5,245,515597
5,253,328
5,256,1
5,258,42348
5,259,245621
5,261,48
5,262,95
5,265,296115
5,266,55251
5,268,720
5,272,102
5,274,1766
5,277,27
5,278,34955
5,280,1244895
5,281,8
5,282,1670
5,311,75
5,315,67795
5,317,31421
5,319,39098
5,320,1424
5,322,1875
5,325,19764
5,326,20570
5,328,100535
5,330,400
5,332,153
5,333,1779
5,334,111063
5,340,36509
5,341,140
5,343,19352
5,347,40958
5,349,57406
5,352,7
5,353,183
5,356,89
5,360,674
5,361,350
5,364,22813
5,371,1351
5,373,7372
5,376,77002
5,377,84977
5,379,189733
5,386,48972
5,391,4726
5,400,32751
5,401,76660
5,402,14175
5,406,879
5,407,8
5,408,87
5,409,106854
5,410,11
5,411,2445
5,412,34658
5,414,121
5,416,176
5,417,18243
5,419,748
5,420,326
5,421,730
5,422,1
5,424,84455
5,430,32636
5,435,119399
5,439,162391
5,442,173177
5,445,49359
5,446,841
5,448,3503
5,449,1065
5,450,22
5,451,152
5,452,96499
5,453,1307
5,455,44
5,456,344
5,457,110
5,458,1
5,459,183270
5,460,441
5,463,54746
5,465,317
5,466,135225
5,467,13325
5,469,138788
5,475,1
5,477,499561
5,478,29093
5,479,142
5,480,141984
5,481,42143
5,483,1620
5,484,116
5,486,53
5,487,19768
5,488,61
5,489,141579
5,490,1899
5,496,9817
5,497,25470
5,498,40
6,0,86
6,3,31804
6,4,34
6,5,1456
6,13,1986
6,14,2
6,15,48
6,17,11509
6,18,520
6,19,65676
6,21,15730
6,22,62
6,24,856
6,30,2474
6,101,255024
6,105,47913
6,107,372223
6,108,315
6,110,16138
6,111,30769
6,113,16355
6,114,70
6,115,62340
6,116,32211
6,118,2159
6,120,1730
6,121,210676
6,122,117259
6,123,4801
6,124,23429
6,125,43843
6,126,236
6,127,19383
6,128,109800
6,129,20
6,130,71923
6,134,211045
6,135,129366
6,137,102808
6,138,1938
6,140,96637
6,145,176192
6,150,11446
6,153,271879
6,160,509
6,171,1301
6,173,72923
6,174,20
6,178,247096
6,181,5
6,182,2167
6,203,440
6,205,195551
6,208,488
6,210,2133
6,211,57511
6,212,60992
6,213,37428
6,215,51893
6,216,1
6,217,1
6,219,120515
6,222,9
6,223,5
6,224,1452
6,225,6
6,232,78587
6,234,28429
6,236,77303
6,237,188625
6,242,12084
6,243,22033
6,244,76324
6,245,493242
6,248,1
6,251,1
6,253,904
6,258,37482
6,259,233136
6,261,66
6,262,246
6,265,273672
6,266,51651
6,268,619
6,272,90
6,274,1701
6,277,41
6,278,32965
6,280,1165915
6,281,4
6,282,1554
6,311,56
6,315,63444
6,317,11652
6,319,36495
6,320,1172
6,322,858
6,325,18168
6,326,18285
6,328,91965
6,330,443
6,332,213
6,333,1727
6,334,115810
6,340,39850
6,341,69
6,343,15410
6,347,50105
6,349,53701
6,352,5
6,353,195
6,356,226
6,360,3144
6,361,1037
6,364,27268
6,371,3894
6,373,4892
6,376,80371
6,377,80207
6,379,177188
6,386,46039
6,391,306
6,394,1
6,400,31409
6,401,71916
6,402,12355
6,406,2238
6,407,8
6,408,67
6,409,100679
6,410,33
6,411,2177
6,412,32888
6,414,96
6,416,1607
6,417,15295
6,419,834
6,420,315
6,421,1184
6,424,78803
6,430,29975
6,435,113080
6,439,151162
6,442,162075
6,445,42538
6,446,1419
6,448,3240
6,449,3220
6,450,58
6,451,136
6,452,90097
6,453,517
6,455,47
6,456,277
6,457,278
6,459,179767
6,460,686
6,463,51604
6,465,334
6,466,121852
6,467,10997
6,469,140532
6,477,477880
6,478,27320
6,479,254
6,480,133420
6,481,39554
6,483,1823
6,484,296
6,486,43
6,487,18427
6,488,126
6,489,133564
6,490,866
6,496,12726
6,497,24224
6,498,73
7,0,98
7,3,30811
7,4,56
7,5,924
7,13,6297
7,15,88
7,17,11085
7,18,955
7,19,63641
7,21,14637
7,22,739
7,24,2363
7,30,8622
7,101,148887
7,105,51019
7,107,405854
7,108,395
7,110,17979
7,111,29265
7,113,26972
7,114,74
7,115,60942
7,116,31209
7,118,6934
7,120,5034
7,121,205105
7,122,115077
7,123,2785
7,124,22944
7,125,45660
7,126,532
7,127,18379
7,128,110882
7,129,26
7,130,69607
7,134,216957
7,135,124945
7,137,107675
7,138,2118
7,140,107246
7,145,179377
7,150,11367
7,153,266033
7,160,1214
7,162,7
7,171,1202
7,173,70239
7,174,76
7,178,250701
7,181,12
7,182,6910
7,203,427
7,205,197057
7,208,197
7,210,1890
7,211,54906
7,212,61732
7,213,43434
7,215,52336
7,216,9
7,219,118221
7,222,12
7,223,5
7,224,1619
7,225,3
7,232,90763
7,234,29474
7,236,65137
7,237,185343
7,242,11970
7,243,18991
7,244,61391
7,245,388345
7,248,2
7,251,1
7,253,2275
7,258,37803
7,259,238004
7,261,52
7,262,755
7,265,268401
7,266,50501
7,268,538
7,272,8
7,274,1844
7,277,182
7,278,32561
7,280,1017855
7,281,5
7,282,1716
7,311,156
7,315,61733
7,317,99840
7,319,35295
7,320,3148
7,322,1102
7,325,17462
7,326,17562
7,328,92309
7,330,1130
7,332,603
7,333,2141
7,334,119481
7,340,38018
7,341,83
7,343,14464
7,347,55081
7,349,51732
7,352,7
7,353,326
7,356,781
7,360,4171
7,361,3575
7,364,25671
7,371,12441
7,373,5299
7,376,74865
7,377,78613
7,379,173581
7,386,45715
7,391,588
7,400,32576
7,401,71103
7,402,11951
7,406,6001
7,407,10
7,408,65
7,409,99140
7,410,139
7,411,1605
7,412,32556
7,414,110
7,416,6491
7,417,14794
7,419,841
7,420,331
7,421,2928
7,424,76306
7,430,29334
7,435,111304
7,439,146824
7,442,159347
7,445,41034
7,446,3393
7,448,3406
7,449,11023
7,450,108
7,451,124
7,452,86781
7,453,1302
7,455,37
7,456,326
7,457,756
7,458,1
7,459,174297
7,460,1544
7,463,51832
7,465,309
7,466,131201
7,467,10339
7,469,130379
7,475,1
7,477,492881
7,478,26054
7,479,876
7,480,132575
7,481,38139
7,483,1
7,484,1035
7,486,13
7,487,17420
7,488,313
7,489,132212
7,490,1100
7,496,12617
7,497,23527
7,498,129
8,0,99
8,3,31056
8,4,54
8,5,1228
8,13,7711
8,15,266
8,17,10852
8,18,1031
8,19,62847
8,21,14818
8,22,1250
8,24,2787
8,29,1
8,30,10193
8,101,120790
8,105,48784
8,107,460256
8,108,375
8,110,20344
8,111,28302
8,113,27152
8,114,55
8,115,63620
8,116,30336
8,118,7129
8,120,5357
8,121,197357
8,122,112529
8,123,4719
8,124,22658
8,125,47779
8,126,557
8,127,51193
8,128,117432
8,129,22
8,130,67562
8,134,219409
8,135,126234
8,137,108851
8,138,2168
8,140,104076
8,145,166261
8,146,1
8,150,11193
8,153,262879
8,160,1755
8,171,1422
8,173,69405
8,174,33
8,178,228685
8,181,6
8,182,8431
8,203,486
8,205,195184
8,208,117
8,210,2004
8,211,47905
8,212,62018
8,213,48732
8,215,62434
8,216,12
8,219,117971
8,222,6
8,223,2
8,224,1854
8,225,1
8,232,94024
8,233,2
8,234,28425
8,236,47216
8,237,96321
8,242,11569
8,243,16790
8,244,65812
8,245,287933
8,253,2305
8,258,40121
8,259,245117
8,261,36
8,262,924
8,265,283667
8,266,49925
8,268,631
8,272,5
8,274,1697
8,277,143
8,278,32545
8,280,586145
8,281,12
8,282,2056
8,311,180
8,315,60833
8,317,109278
8,319,35864
8,320,1298
8,322,3110
8,325,17835
8,326,17571
8,328,92174
8,330,1379
8,332,586
8,333,2104
8,334,134013
8,340,32738
8,341,936
8,343,18894
8,347,59968
8,349,50916
8,352,13
8,353,317
8,356,987
8,360,2786
8,361,3957
8,364,23894
8,371,13147
8,373,6804
8,376,67102
8,377,77278
8,379,170900
8,386,45196
8,391,795
8,400,34141
8,401,70984
8,402,12856
8,406,6833
8,407,9
8,408,42
8,409,98508
8,410,145
8,411,1800
8,412,32122
8,414,78
8,416,7571
8,417,16505
8,419,791
8,420,229
8,421,3394
8,424,74648
8,430,28713
8,435,110379
8,439,143347
8,442,163937
8,445,44103
8,446,3501
8,448,3043
8,449,11590
8,450,146
8,451,195
8,452,83918
8,453,698
8,455,58
8,456,412
8,457,939
8,459,175922
8,460,1701
8,463,47683
8,465,301
8,466,138701
8,467,9990
8,469,126864
8,471,2
8,477,360921
8,478,25832
8,479,1058
8,480,131739
8,481,38280
8,483,10
8,484,1295
8,486,15
8,487,17913
8,488,423
8,489,134385
8,490,3111
8,496,12527
8,497,23302
8,498,131
9,0,70
9,3,32812
9,4,54
9,5,1086
9,13,7626
9,15,462
9,17,11339
9,18,14241
9,19,63232
9,21,17056
9,22,1218
9,24,2952
9,30,10504
9,101,139626
9,105,51534
9,107,525124
9,108,370
9,110,24868
9,111,28952
9,113,25670
9,114,36
9,115,69989
9,116,30023
9,118,8461
9,120,5323
9,121,207113
9,122,121754
9,123,5328
9,124,22772
9,125,55754
9,126,760
9,127,70787
9,128,130633
9,129,27
9,130,67124
9,134,217922
9,135,134300
9,137,104937
9,138,1905
9,140,130185
9,145,208686
9,150,11315
9,153,282864
9,160,2281
9,171,1964
9,173,70766
9,174,44
9,178,350630
9,181,4
9,182,8455
9,203,584
9,205,196653
9,208,114
9,210,2284
9,211,44946
9,212,61677
9,213,52736
9,215,68014
9,216,14
9,219,119835
9,222,2
9,223,11
9,224,1569
9,225,12
9,232,109362
9,233,1
9,234,28913
9,236,42731
9,237,59148
9,242,11906
9,243,17730
9,244,82321
9,245,233406
9,253,2775
9,256,1
9,258,47478
9,259,274738
9,261,59
9,262,829
9,265,313904
9,266,50146
9,268,680
9,272,145
9,274,1793
9,277,172
9,278,33159
9,280,539906
9,281,10
9,282,2133
9,311,173
9,315,61508
9,317,68599
9,319,36927
9,320,1278
9,322,4304
9,325,18327
9,326,20756
9,328,92133
9,330,2999
9,332,642
9,333,2198
9,334,159815
9,340,30593
9,341,870
9,343,24810
9,347,68013
9,349,51664
9,352,6
9,353,303
9,354,1
9,356,977
9,360,3544
9,361,4141
9,364,22884
9,371,14284
9,373,5299
9,376,74976
9,377,78054
9,379,174665
9,386,46026
9,391,5384
9,400,68966
9,401,73955
9,402,16052
9,404,1309
9,406,7112
9,407,20
9,408,33
9,409,99395
9,410,161
9,411,1780
9,412,33103
9,414,91
9,416,925
9,417,19721
9,419,818
9,420,228
9,421,3559
9,424,75765
9,430,29192
9,435,112455
9,439,144339
9,442,186705
9,445,50514
9,446,4266
9,448,3381
9,449,12196
9,450,8012
9,451,205
9,452,84234
9,453,196
9,455,97
9,456,404
9,457,980
9,458,1
9,459,178451
9,460,1727
9,463,42202
9,465,299
9,466,145741
9,467,11284
9,469,128590
9,474,1443
9,477,300749
9,478,26976
9,479,1216
9,480,134311
9,481,38887
9,483,80
9,484,1682
9,486,41
9,487,18418
9,488,505
9,489,146146
9,490,4323
9,496,9838
9,497,23642
9,498,128
10,0,74
10,3,39538
10,4,66
10,5,393
10,13,7848
10,15,348
10,17,11944
10,18,17495
10,19,67654
10,21,17495
10,22,1283
10,24,3770
10,30,13253
10,101,341156
10,105,55031
10,107,559415
10,108,418
10,110,12147
10,111,30632
10,113,28824
10,114,37
10,115,78369
10,116,32044
10,118,13610
10,120,18201
10,121,229848
10,122,128059
10,123,7034
10,124,24370
10,125,69022
10,126,892
10,127,75132
10,128,141907
10,129,79
10,130,70443
10,134,249636
10,135,148577
10,137,118776
10,138,2221
10,140,167965
10,145,254175
10,149,1
10,150,11895
10,153,300258
10,160,3300
10,171,2163
10,173,75694
10,174,40
10,178,347732
10,181,1
10,182,8726
10,203,795
10,205,209840
10,208,88
10,210,3383
10,211,45485
10,212,60897
10,213,51386
10,215,78121
10,216,18
10,219,125751
10,222,3
10,223,9
10,224,1464
10,225,1
10,232,168441
10,234,31587
10,236,54386
10,237,92808
10,242,12334
10,243,23218
10,244,93042
10,245,234572
10,248,1
10,253,2627
10,258,60453
10,259,306362
10,261,94
10,262,1032
10,265,331934
10,266,52976
10,268,781
10,272,146
10,274,1870
10,277,171
10,278,33699
10,280,550128
10,281,7
10,282,2193
10,311,196
10,315,65292
10,317,107595
10,319,39173
10,320,1360
10,322,2915
10,325,19628
10,326,20508
10,328,93518
10,330,2911
10,332,822
10,333,2440
10,334,139062
10,340,31100
10,341,228
10,343,49636
10,347,58082
10,349,54728
10,352,6
10,353,320
10,356,11785
10,360,4456
10,361,5278
10,364,23259
10,371,14098
10,373,6981
10,376,61136
10,377,82495
10,379,185018
10,386,47838
10,391,16735
10,400,62638
10,401,77073
10,402,16320
10,404,3024
10,406,8852
10,407,8
10,408,36
10,409,104126
10,410,216
10,411,2196
10,412,34006
10,414,85
10,416,910
10,417,23122
10,419,808
10,420,185
10,421,5646
10,424,80000
10,430,31036
10,435,116781
10,439,153155
10,442,208443
10,445,57781
10,446,7120
10,448,4608
10,449,13326
10,450,10866
10,451,191
10,452,87859
10,453,175
10,455,112
10,456,550
10,457,1101
10,459,191645
10,460,1964
10,463,43909
10,465,288
10,466,176201
10,467,15257
10,469,133987
10,471,4
10,473,1
10,474,1
10,477,307505
10,478,34138
10,479,2264
10,480,140390
10,481,41066
10,483,4
10,484,7322
10,486,41
10,487,19512
10,488,730
10,489,148429
10,490,2934
10,496,7364
10,497,24941
10,498,86
11,0,156
11,3,47862
11,4,59
11,5,696
11,13,8808
11,14,3
11,15,694
11,17,11937
11,18,5626
11,19,66431
11,21,17688
11,22,1592
11,24,4291
11,29,1
11,30,15533
11,101,180517
11,105,61733
11,107,578040
11,108,438
11,110,10197
11,111,30134
11,113,32078
11,114,18
11,115,83633
11,116,31377
11,118,13994
11,120,9468
11,121,234669
11,122,122451
11,123,7207
11,124,24313
11,125,79325
11,126,1058
11,127,83874
11,128,128888
11,129,62
11,130,71202
11,134,250664
11,135,154395
11,137,134556
11,138,1319
11,140,169197
11,145,171222
11,150,11866
11,153,302410
11,160,4283
11,171,2609
11,173,75101
11,174,51
11,178,338391
11,181,6
11,182,10277
11,203,847
11,205,223294
11,208,77
11,210,3963
11,211,47652
11,212,60736
11,213,53645
11,215,81580
11,216,10
11,219,126052
11,222,9
11,223,6
11,224,1373
11,225,5
11,232,181169
11,233,20
11,234,35647
11,236,53519
11,237,99712
11,242,12587
11,243,28069
11,244,101289
11,245,271873
11,251,1
11,253,2824
11,256,1
11,258,65268
11,259,333466
11,261,100
11,262,1054
11,265,322609
11,266,53200
11,268,969
11,272,98
11,274,2098
11,277,241
11,278,34703
11,280,644214
11,281,7
11,282,2419
11,311,176
11,315,64582
11,317,19532
11,319,38356
11,320,1297
11,322,6504
11,325,19196
11,326,21465
11,328,92997
11,330,2744
11,332,963
11,333,2540
11,334,104001
11,340,32359
11,341,1562
11,343,42654
11,347,62814
11,349,53086
11,352,9
11,353,353
11,356,2205
11,360,4722
11,361,6461
11,364,25584
11,371,16119
11,373,6647
11,376,47588
11,377,82852
11,379,189379
11,386,48332
11,391,5113
11,400,59076
11,401,73692
11,402,18455
11,404,2195
11,406,10736
11,407,15
11,408,24
11,409,105226
11,410,267
11,411,1703
11,412,34429
11,414,88
11,416,950
11,417,25835
11,419,722
11,420,129
11,421,6186
11,424,79246
11,430,30083
11,435,118127
11,439,150158
